files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.61 s (88.2 files/s 61719.1 lines/s)"
10,JavaScript,143,3660,25607
7,JSON,0,0,5913
23,JSX,329,14,1856
2,HTML,12,0,72
1,XML,9,0,65
5,SVG,0,2,42
4,CSS,4,0,26
1,Markdown,5,0,7
1,Text,1,0,3
54,SUM,503,3676,33591
